,Z score results (36).csv,Z score results (38).csv,Z score results (39).csv,Z score results (40).csv,Z score results (42).csv,Z score results (43).csv,Z score results (45).csv,Z score results (51).csv,Z score results (54).csv,Z score results (59).csv,Z score results (63).csv,Z score results (66).csv,Z score results (67).csv,Z score results (68).csv,Z score results (35).csv,Z score results (37).csv,Z score results (41).csv,Z score results (49).csv,Z score results (52).csv,Z score results (53).csv,Z score results (56).csv,Z score results (57).csv,Z score results (60).csv,Z score results (64).csv,Z score results (65).csv,Z score results (69).csv,Z score results (55).csv,Z score results (58).csv,Z score results (61).csv,Z score results (62).csv,Z score results (44).csv,Z score results (46).csv,Z score results (47).csv,Z score results (48).csv,Z score results (50).csv
0,0.343260001381,-0.0861999169787,0.314274684183,0.246520243389,0.358171991154,0.194526409937,0.381770436396,0.300701468431,0.299255134031,0.301705071396,-3.58386291417,0.313396274451,0.310352257032,0.306128859202,3.14834091398,-0.406942079922,0.367378748635,-0.628836092409,-0.633846321582,-0.687016445771,-0.189848270511,-0.235863687965,-0.337422386971,-0.0664927947449,-0.521078512941,0.1916269293,1.65268302805,-1.00828230436,-0.173238190297,-0.471162533461,1.89194737592,-0.452002510031,-0.274365332643,-0.102339615526,-1.06323991885
1,0.286057665653,0.263346419791,0.2993327276,0.109475191082,0.238391600097,0.3536578513,0.368895064584,0.220786800382,0.276304569592,0.305781020658,-3.59882089869,0.280736712314,0.261368334322,0.334686941337,-0.174123871587,-0.753945276387,1.53707991647,-1.31709318605,-0.838104169199,2.06089635535,-0.237660000681,0.425914817769,-0.681146637258,0.054007451749,-0.945257145484,0.869431743148,-0.289487458476,1.6020479557,-1.15036112745,-0.162199369539,1.88356625997,-0.704020357879,0.131410964746,-0.455527583662,-0.855429283371
2,0.266735698558,0.271816448416,0.295027724482,0.208437576213,0.250213760152,0.473402973832,0.327259356555,0.195386820584,0.223393082603,0.261664321832,-3.59801600514,0.254814288612,0.26154755407,0.308316399081,0.561666017721,-0.130219958308,1.78453889509,-0.861013474527,-0.900017223243,-0.968710286257,-1.4625724792,0.522277433833,-0.0361539104752,1.60942230182,-0.760563202444,0.641345884913,0.529216944629,1.34707146125,-0.668794231777,-1.20749417363,1.7464449482,-0.96857930991,0.291811233724,-0.113812271066,-0.955864600338
3,0.278545426727,0.24960262629,0.537989494661,-0.794372222942,-0.991497764218,-0.846810590363,-0.449317998972,1.64773367976,0.598000325485,1.31925193483,-2.42041777637,0.0161603894189,0.416545649694,0.438586830396,-2.39401264392,-1.2400752493,-0.452960373223,-0.0416063207578,0.325781508154,-0.348761914801,0.641406093207,0.88023378042,1.53271942814,0.220495092963,0.843243274308,0.033537311259,-0.550571342214,-0.628015959836,-0.552619904416,1.73120720671,-0.761499240894,-0.458167674954,1.24580006757,-1.16585493071,1.13972179056
4,0.576076246888,-0.206451958325,0.0683622310478,-1.78734186651,1.87645209041,-0.142025328199,1.79688017569,0.388111338115,-1.01810571109,-0.623333329955,-0.311376312162,-0.104025392873,0.702825803907,-1.21604798685,2.85147834797,-0.653582018781,0.666825517988,-0.929992326453,-1.02870278931,-0.874972374224,0.375651047475,-0.0566437569534,-0.124213975962,-0.00741582267021,-0.359107025931,0.140675177669,-1.73111829148,0.630230038673,0.55601578051,0.544872472313,1.89465144697,-0.786347619629,-0.296920203955,0.0271014507912,-0.838485074079
5,-1.29805544023,0.439062640263,0.685222301797,-0.971930141086,-0.205950746345,0.324193655779,2.0149717056,-2.03029984944,0.210004143774,-0.0276670821382,-0.0851521205458,-0.796899659015,0.577114898145,1.1653856945,1.11329123756,-1.05997409796,1.6453505123,-1.66689214109,-0.475287205988,-0.401624832447,-0.197557547303,-0.744680183045,1.22241386279,0.782332061991,-0.829999736142,0.612628068861,0.187312046232,1.55750255763,-0.96436103893,-0.780453564855,1.96597529684,-0.824733768502,-0.320223178252,-0.323397482856,-0.497620867235
6,-1.13808027413,0.155273194673,1.39802671695,-1.17142056642,0.727434667953,0.299965556765,1.66102364954,-0.216432856151,-1.38256700833,0.67397718645,-0.979434033506,-1.31228261568,0.473630247776,0.810886133557,1.53446986152,-0.396626287841,2.00886008566,-1.25699208988,-0.191922678592,-1.2477265043,-0.237634855413,-0.731294962622,-0.281972706376,0.649661301024,-0.690774578282,0.841953414372,1.54034349713,0.186346269898,-1.08905288376,-0.637636883271,1.96693425536,-0.714001326201,-0.667869433856,-0.246856185576,-0.338207309608
7,-0.419044522393,-0.25506634505,-0.196610378453,-0.323648597383,-0.150106568639,-0.36714244388,-0.120368541107,-0.31734109464,-0.336113835497,-0.202854481579,-0.217672149246,-0.436171151009,-0.248138133475,3.59027824248,1.66891651764,-1.14490625906,1.74854111735,-1.29620953143,-0.769185825122,-0.704582820996,0.514464800322,-0.926876064916,0.46382853306,0.681393169335,-0.469372627723,0.233988991291,1.11226362214,0.813039859417,-1.31509966169,-0.610203819812,1.98379543488,-0.653726339741,-0.57685638667,-0.274700607643,-0.478512100789
8,0.617516595932,-0.720115996238,1.63879521062,0.192025884149,2.43923637331,-0.394878328407,0.487082926445,-1.25796310053,-0.688319561119,-0.929203489775,0.116214405927,-0.744356401274,-0.0164309436756,-0.739603572606,-0.0471049560803,-0.21218159998,0.982288704596,-0.698983864648,-0.488984471186,-0.352725822507,-0.0291990773076,-0.629994555887,2.97975752663,-0.351598606281,-0.766335257345,-0.384938020924,1.01189727581,0.970052591802,-1.17938835198,-0.802561516375,1.81591039319,-0.453197758006,-0.659466249887,-0.989944335356,0.286697949442
9,0.473506542517,0.14184856978,0.254564141597,-0.365263003896,0.919468139042,0.351361179981,0.714534047548,0.551797216523,-0.149395018243,0.0558305169773,0.00813478919003,0.136662770949,0.317057294678,-3.41010718724,2.58764570153,-0.491006142456,0.839478230665,-1.38046862598,-0.882528578839,-0.846053910106,0.694888184893,-0.0380911032699,-0.57022309274,0.117525321416,-0.274570150225,0.243404164706,1.60345349395,0.0828681086841,-0.832448774047,-0.853872828873,1.98172648633,-0.64351390339,-0.255155766389,-0.482200964539,-0.600855851436
10,1.05681528619,0.509334981357,0.879727779595,-0.57906904476,1.73592478204,0.819419160818,0.706896874036,-0.54177897357,-0.611860327552,0.325732317996,-1.51301613424,-0.873219053142,-0.0434714522174,-1.87143619669,0.182079776743,0.290358369357,1.74810144981,-2.56578215398,0.116131706989,0.063496392646,1.04204273705,-0.375872401282,-0.695449920493,0.643627843733,-0.234425083546,-0.214308715725,0.729798375544,1.23762634506,-0.971560294013,-0.995864426593,1.87669370881,-0.528134162134,-0.712279259767,-0.812774849328,0.176494562214
11,0.661385326824,0.338664635476,0.363340077067,-0.460789310442,1.03891929641,0.582760175745,0.613178135374,0.661441752333,-0.478755266011,0.0836852635729,-0.26311310205,-0.0398173981232,0.146056129811,-3.24695571556,1.60229360871,-0.138657062042,1.04922964459,-2.73271848607,-0.302908340991,-0.33256365359,0.0666331800441,-0.026670766716,-0.335925840129,0.483512506708,0.149903228202,0.517871982413,0.381631646558,1.46438183789,-0.867960274711,-0.97805320956,1.57140803125,0.32898510252,-0.953585832703,-1.20309455385,0.256287252515
12,-0.639583779884,-0.290198315323,-0.00524512594738,-1.23592490328,2.83713851254,-0.390424995611,0.0409970475991,1.47069777454,-0.707327987987,-0.324158737592,-0.605546769159,-0.502925147365,-0.227245370203,0.579747797269,-0.121936989526,0.289370062861,1.24292915482,-1.48848329963,-0.133667183047,-1.23703176418,1.53934171337,-1.22701358789,0.0405498138127,0.84905725054,-0.867686386826,1.11457121591,0.762127192664,1.15995084022,-1.29755365831,-0.624524374463,1.93182162613,-0.762417738068,-0.541979136985,-0.626931231514,-0.000493519740442
13,-0.355090037886,-0.780828582521,1.23168359921,0.0446480553131,2.96832600737,-0.68802060593,0.291124674321,0.204240447563,-0.905643293759,-0.556166283777,-0.022387264084,-1.0515361211,-0.304864169231,-0.0754864208014,1.0178434505,0.54760932769,2.1909779273,-0.741713199551,-0.359189802138,-0.266260269768,1.09918307342,-1.24636114359,-0.477778762499,-0.414462406232,-1.39636983533,0.0465216368284,1.21579116054,0.581206322103,-1.43209554087,-0.364901941497,1.84350185238,-0.751783853007,-0.407842338186,-0.905916387578,0.222040727205
14,-0.577854930319,-0.70826795318,0.408771822378,-0.55125648487,2.74991288977,-0.502883602204,0.0893014097639,1.7391138291,-0.971606003187,-0.312253943103,-0.165325158682,-0.841402580681,-0.124322421951,-0.231926872503,1.47900697126,0.15032988158,1.33653450322,-1.37276000328,-0.196591116472,-0.464794300377,1.78305422592,-1.10635718991,-0.260146132492,-0.22237041415,-1.1588546882,0.0329482630994,1.00579496684,0.90841640943,-1.3639554855,-0.550255890776,1.93495435082,-0.71556304931,-0.487960073304,-0.710911448933,-0.0205197793336
